"","bld_plt1_01_0_1.mzML","bld_plt1_01_120_1.mzML","bld_plt1_01_600_1.mzML","bld_plt1_01_720_1.mzML","bld_plt1_03_0_1.mzML","bld_plt1_03_480_1.mzML","bld_plt1_03_600_1.mzML","bld_plt1_04_240_1.mzML","bld_plt1_04_480_1.mzML","bld_plt1_04_600_1.mzML","bld_plt1_05_240_1.mzML","bld_plt1_05_480_1.mzML","bld_plt1_05_600_1.mzML","bld_plt1_07_120_1.mzML","bld_plt1_07_240_1.mzML","bld_plt1_07_600_1.mzML","bld_plt1_08_240_1.mzML","bld_plt1_08_600_1.mzML","bld_plt1_08_720_1.mzML","bld_plt1_10_0_1.mzML","bld_plt1_10_120_1.mzML","bld_plt1_10_600_1.mzML","bld_plt2_01_240_1.mzML","bld_plt2_01_480_1.mzML","bld_plt2_03_120_1.mzML","bld_plt2_03_240_1.mzML","bld_plt2_03_720_1.mzML","bld_plt2_04_0_1.mzML","bld_plt2_04_120_1.mzML","bld_plt2_04_720_1.mzML","bld_plt2_05_0_1.mzML","bld_plt2_05_120_1.mzML","bld_plt2_05_720_1.mzML","bld_plt2_07_0_1.mzML","bld_plt2_07_480_1.mzML","bld_plt2_07_720_1.mzML","bld_plt2_08_0_1.mzML","bld_plt2_08_120_1.mzML","bld_plt2_08_480_1.mzML","bld_plt2_10_240_1.mzML","bld_plt2_10_480_1.mzML","bld_plt2_10_720_1.mzML","skin_01_0_UB.mzML","skin_01_120_UB.mzML","skin_01_240_UB.mzML","skin_01_480_UB.mzML","skin_01_600_UB.mzML","skin_01_720_UB.mzML","skin_03_0_UB.mzML","skin_03_120_UB.mzML","skin_03_240_UB.mzML","skin_03_480_UB.mzML","skin_03_600_UB.mzML","skin_03_720_UB.mzML","skin_04_0_UB.mzML","skin_04_120_UB.mzML","skin_04_240_UB.mzML","skin_04_480_UB.mzML","skin_04_600_UB.mzML","skin_04_720_UB.mzML","skin_05_0_UB.mzML","skin_05_120_UB.mzML","skin_05_240_UB.mzML","skin_05_480_UB.mzML","skin_05_600_UB.mzML","skin_05_720_UB.mzML","skin_07_0_UB.mzML","skin_07_120_UB.mzML","skin_07_240_UB.mzML","skin_07_480_UB.mzML","skin_07_600_UB.mzML","skin_07_720_UB.mzML","skin_08_0_UB.mzML","skin_08_120_UB.mzML","skin_08_240_UB.mzML","skin_08_480_UB.mzML","skin_08_600_UB.mzML","skin_08_720_UB.mzML","skin_10_0_UB.mzML","skin_10_120_UB.mzML","skin_10_240_UB.mzML","skin_10_480_UB.mzML","skin_10_600_UB.mzML","skin_10_720_UB.mzML"
"X5294_273.169_3.664",778.4801,2036.3123,319.16345,393.06918,93.755646,604.99646,595.8092,938.2934,237.1143,831.3806,1894.5306,306.76947,496.94086,162.92587,232.85495,824.3474,2565.1545,817.4551,140.4829,541.88513,56.67913,663.46063,487.20935,708.2102,110.3471,28.50882,258.0849,0,281.18674,0,287.92194,474.02335,342.2836,126.33902,110.36679,188.21136,38.467842,371.2043,253.94429,1203.0603,422.3865,174.21924,6943.36,6850.345,20451.352,43621.43,37037.562,11753.206,59382.91,98956.88,46639.848,68359.28,92294.664,60335.086,29772.764,22044.357,49477.03,25355.574,45178.914,36932.254,58007.105,18458.75,41679.293,49889.152,35909.934,41966.723,62293.742,35367.414,48728.06,74937.73,10711.224,16407.955,50307.027,56437.92,33204.43,8363.352,76872.7,57208.664,51238.47,37695.24,36847.51,52200.203,56593.4,56078.316
"X6764_273.17_4.092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19228.44,21747.555,21295.463,19900.955,5430.6133,16974.596,17007.824,19167.793,18202.217,17231.506,14498.358,43183.64,14584.168,14729.2705,13412.995,14736.002,12199.096,9061.853,13221.975,12122.302,11221.449,54807.92,33728.086,39394.363,38323.83,16740.883,42637.465,14869.041,8688.685,12471.501,6610.468,9520.225,6998.914,7851.268,9925.0205,6554.1064,41664.59,32260.254,8519.849,34011.285,37594.336,33928.45
"X6553_273.17_4.035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19606.096,22221.578,21780.498,23797.31,19029.254,18702.982,89428.32,83832.016,68088.15,63353.855,60944.402,43517.27,79686.74,81829.47,54420.305,63952.07,43003.918,38567.305,56542.35,70473.29,46285.965,56038.54,35178.773,40689.625,39257.027,83951.36,42823.004,61767.58,41250.41,44840.805,37075.94,48353.676,33130.68,28535.713,50751.086,35513.55,42325.11,33046.395,27486.936,34796.094,37594.336,33928.45
"X5541_273.17_3.708",778.4801,656.4501,332.77124,406.6586,93.755646,58.787758,190.75323,96.22028,82.320114,91.607445,139.8962,306.76947,496.94086,162.92587,309.69934,218.15681,156.90756,451.6101,125.83475,541.88513,205.14534,663.46063,487.20935,126.19073,116.8422,28.50882,258.0849,0,281.18674,0,287.92194,474.02335,342.2836,126.33902,110.36679,59.02113,38.467842,371.2043,253.94429,15.259024,422.3865,164.30602,16717.37,22984.506,20296.576,46436.992,37783.855,40835.953,73619.63,104753.39,112480.52,91392.336,120888.234,82646.625,59528.082,61254.78,69392.766,59126.566,62915.39,35302.758,58813.77,66364.37,46735.086,50580.38,48545.836,50379.082,64125.58,110741.97,48771.61,75482.766,46773.805,59513.5,61967.453,62090.426,36523.016,39195.266,96905.58,59543.76,63064.9,41577.36,42087.65,53101.758,57027.168,56792.8
"X9099_273.17_5.022",4966.223,1218.1389,4337.634,1818.1105,1022.4116,1125.3385,47.31324,6271.224,2215.2852,3637.18,6619.6313,10284.741,3086.159,1417.7502,7975.6094,1412.9606,2969.9353,863.258,1413.0345,4856.2456,76.96707,4997.515,0,580.2805,105.94705,0,870.4026,977.7415,457.86426,0,0,1298.6392,196.33408,261.08398,459.36993,684.15393,881.6696,644.7671,337.6939,700.9713,87.428116,1446.9242,0,0,0,0,0,0,2342.8281,2725.4858,2226.5938,1066.4165,1698.621,1108.6594,2687.9497,1959.6155,1264.1171,883.2626,467.64874,726.05707,1825.7325,1463.4634,1021.5751,1253.2594,1071.0538,425.3428,1083.9415,2519.5981,1437.3884,2392.6433,398.25323,940.9269,718.7519,1060.5073,415.62506,649.35333,635.14417,688.4946,876.7435,1029.8334,637.889,1132.7773,933.59204,724.0287
"X4298_273.185_3.361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29908.27,41188.668,24966.176,34638.652,36367.21,21506.285,63073.492,85164.94,60233.062,73032.78,57958.957,58936.24,49315.55,29946.62,45884.227,67668.875,51905.945,59483.32,55040.008,47715.676,39721.99,33476.582,50583.633,61685.805,30263.174,73669.82,26458.37,52233.418,48272.97,42900.664,45776.254,45529.652,36994.156,30419.992,51445.73,19686.727,44997.21,44075.46,41800.062,49152.836,22126.564,42887.66
"X10443_273.185_5.652",818.6306,586.19226,1249.0723,855.8493,576.9543,517.45294,554.3478,720.54895,596.08057,661.7314,1537.9911,749.7113,968.7039,430.0321,925.6826,611.24896,767.3998,631.57745,537.03265,994.2618,396.94858,799.318,1268.9873,673.3301,967.0261,551.13293,1329.1232,768.1241,485.1076,752.9597,595.4928,1261.3705,601.8731,630.52203,695.3229,960.9217,935.01447,1054.1594,929.75146,1284.8876,399.24548,1112.3352,1268.106,3230.9507,3407.3965,9594.052,6163.13,6175.509,180248,64664.285,121012.19,85506.91,109730.98,90570.36,113858.69,36062.65,17388.518,17993.621,22105.35,11297.611,27957.805,5170.6396,7452.7227,12732.429,9868.433,8322.6045,24074.732,97699.77,84963.55,181012.83,140743.66,136768.97,17234.459,17507.842,12903.4,17520.639,74961.01,18387.047,111621.336,55514.617,49394.477,60750.637,118838.96,70672.9
"X7710_273.206_4.405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930.3859,6596.541,8646.367,14527.348,16300.907,22448.754,32523.762,10162.125,18034.139,11448.512,15266.861,8624.244,38172.316,16971.203,10601.741,14769.533,12430.997,7072.7227,14286.087,5798.3667,4432.967,9463.203,7617.587,5892.5,1222.3213,19572.566,12698.939,23935.314,8108.443,7003.9775,1517.4861,1720.8821,1637.3635,3329.4033,19375.611,5056.458,1478.2999,1339.0187,331.77905,1604.0785,3104.3438,1437.6226
"X8697_273.206_4.791",3176.9895,3983.9778,5089.0996,4354.566,3230.4338,4614.9175,3620.0447,4740.8267,3720.5205,2242.7866,4498.2324,4825.6797,3617.9834,4054.7712,3180.7163,3752.739,3094.024,5783.367,4118.6533,3587.3538,4427.0054,2575.4932,3803.0244,4211.034,4465.4375,4035.0298,3884.5686,3292.0845,3368.181,2306.0276,2951.4055,4407.107,3151.468,3464.2556,3419.737,4590.8667,3943.6494,4389.07,4350.414,2750.73,3881.8374,5126.9185,1141.5999,1033.476,1501.2319,2708.1106,2083.1753,2452.0164,20814.764,5989.3706,10080.974,17563.25,9495.096,8287.699,15810.709,8356.609,7255.8086,11899.574,15338.029,6499.064,7552.4746,3366.967,8540.937,7918.318,10631.003,4156.7236,2965.28,11344.075,13225.031,13649.784,13933.306,14201.287,1995.8232,3949.22,1696.6864,6577.1494,19571.912,5340.9062,1232.1339,1553.0962,835.1712,1704.2183,2369.284,2218.8862
"X9565_273.206_5.221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5307045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891.9905,1995.5356,1108.8696,2639.7832,1970.7723,2698.6313,1660.074,2928.0684,2030.3751,3324.9119,2456.9302,4094.3052,64494.406,22826.605,8055.497,9049.559,6177.967,4477.824,18951.562,4728.4453,1919.6174,5287.479,3477.836,1074.6854,99240.19,19203.615,8669.499,22954.75,5505.9673,4294.225,1457.7418,1376.4811,1492.1956,1028.6685,5686.605,1367.1802,16503.445,4539.4077,3733.522,6239.66,22376.938,15761.061
"X6238_273.221_3.93",1511.4456,0,1159.6221,1827.0613,1211.4999,474.85205,602.7175,2326.7842,904.0066,1389.3197,226.69682,0,1591.3678,7834.2925,1457.6047,7812.1797,4132.142,9833.123,4913.8516,1730.9803,1821.683,0,1706.4639,658.42114,550.7973,719.8844,0,0,1209.9706,0,1005.4971,1458.6583,226.85703,6710.0576,2334.826,4130.5366,4684.455,4026.3037,4769.688,1000.6055,189.2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X13090_273.258_6.704",150.51376,323.16223,551.3291,0,0,48.634888,0,442.4785,139.1077,737.34735,760.9419,210.46417,184.97621,0,266.83725,64.77748,0,0,132.09323,15.331318,0,200.61691,0,134.54898,109.40579,0,229.12367,37.09023,172.70615,186.0587,140.32005,112.57109,9.944376,226.0298,300.44394,371.04236,199.88354,662.4346,60.181984,263.18295,37.286972,285.72595,1637.7484,4148.4375,4374.716,12125.732,18697.11,16522.111,10962.67,4365.4473,7707.592,7085.848,15884.817,16939.137,24855.268,16736.125,12477.266,15400.1875,15364.31,25231.988,6844.9497,2200.0144,4063.9446,3147.993,1882.6193,2209.9138,4775.433,959.8096,5066.5947,2733.19,10815.228,14491.533,1205.0647,835.7075,1156.7516,2605.6528,3074.7388,4343.623,1605.2045,1754.447,1383.6553,3802.4424,3273.853,6115.772
"X10186_273.258_5.478",1029.7445,1363.1284,3840.496,2880.6807,112.19379,839.52484,457.9218,2511.01,3929.7236,3357.6306,2884.8264,2381.3323,1306.3282,572.56024,2919.215,2068.1792,1249.1586,935.6378,662.0291,536.4448,192.79884,1121.2001,1422.0736,4110.6636,133.41641,207.71613,679.399,3518.5422,1227.1998,7352.202,467.51385,399.45575,71.85003,1002.08905,3316.6711,1353.2068,2050.7202,1315.4729,1376.7344,697.48175,50.127464,1495.7067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1202_274.078_2.258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20057.281,23841.95,22644.906,31445.053,26088.111,47240.22,22353.93,38182.695,30534.041,33857.527,35606.758,34818.453,31336.264,30994.572,36932.867,39350.625,36100.754,43354.234,28300.65,33740.68,33311.047,35197.656,39622.32,40379.934,17568.045,31712.574,24548.41,21499.836,25292.94,29788.588,30742.783,32230.242,25479.598,25759.682,24935.299,31821.707,27249.104,25890.424,28180.512,32296.11,30089.812,35340.992
"X5533_274.092_3.713",25504.32,43803.688,20115.33,19923.846,23142.781,30508.053,22414.371,23325.068,17866.754,9289.593,25540.94,41382.633,40178.2,40213.176,20879.613,19927.639,242.84009,14054.325,13974.377,19435.07,13636.641,29526.709,38582.09,23217.123,22423.324,12880.062,19301.604,22589.455,16129.811,5658.4595,15859.658,23844.027,10412.498,24815.773,27976.336,28757.543,10308.163,13349.252,15107.163,20228.582,25016.38,10595.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X4886_274.092_3.554",2197.9668,1252.7358,489.11743,932.09015,1396.0215,758.6937,769.89233,1015.6185,675.0939,0,1563.9222,1660.6671,1032.4269,1461.3964,982.784,746.95544,0,616.2672,1204.3228,678.0096,205.20825,779.8699,2067.239,1632.2744,2514.9775,1015.68396,1165.4497,3329.7556,1497.1099,25911.74,751.9761,976.4502,287.71222,2003.5634,9952.064,10254.028,3410.701,5576.828,1326.0156,7469.9307,1303.6726,3093.2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1803_274.165_2.532",0,19.478964,13.983891,73.76688,0,0,0,0,11.578943,0,0,0,0,0,11.174969,12.519115,29.37673,13.439137,0,12.170093,0,0,26.86269,0,0,0,0,0,0,19.632986,0,0,0,0,0,0,15.195941,0,17.760654,0,0,11.820948,37572.676,40833.445,40596.707,18123.871,38390.156,39089.043,68910.23,88012.83,73719.63,66224.76,91647.51,81041.64,53225.184,54750.055,68832.96,61018.316,55561.203,61642.906,46896.03,53912.87,44388.19,55936.99,47748.89,53473.477,10738.867,60317.453,44198.35,23564.98,48018.1,57320.938,49428.11,55535.12,48075.01,37750.336,51338.01,42520.562,51740.445,39298.2,38780.14,58831.65,46132.11,61788.254
"X10176_274.17_5.46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45842.22,0,400.35992,724.77954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1527_274.201_2.426",19.725193,15.929796,77.04497,225.11923,16.979013,13.966974,17.170639,14.860636,32.14163,0,583.1715,159.91884,116.695984,80.69113,17.975834,20.604673,152.58127,37.297173,10.457825,147.33951,42.132607,23.747252,164.1391,12.693455,46.309834,15.649025,197.37982,0,17.807203,40.407875,84.758575,697.6591,12.145947,27.004688,13.354408,32.53705,399.85104,40.221397,44.245823,27.938482,54.596806,132.10329,30576.361,31936.824,35163.32,29527.068,34460.473,28480.75,39175.902,54607.21,48397.71,40686.42,53267.08,44160.207,41163.14,40679.844,42483.766,44908.21,42205.062,40975.36,40121.996,45772.6,44376.48,47406.273,38984.805,39337.82,10465.621,47355.258,41293.043,43442.688,16367.809,39874.438,38531.387,39115.586,39263.37,31957.059,35852.773,34229.45,41384.332,39223.66,35652.363,46250.453,43323.48,44474.566
"X785_274.201_2.012",11.551751,25.230005,431.62665,100.294174,0,0,70.060974,13.582396,0,12.948652,241.10548,30.7633,337.34705,45.30636,10.2936325,11.310972,147.14085,59.544243,0,150.85756,20.962042,13.969414,674.8382,20.087955,134.52731,14.630196,505.0019,0,0,39.964226,41.87277,522.7244,0,58.506622,0,0,294.61578,58.32896,373.56238,0,72.014206,129.17215,104064.51,117291.516,69494.61,42363.61,103848.4,96329.36,96276.086,169903.6,173700.62,168224.72,164694.28,23040.959,159296.56,153059.52,101835.016,143749,86096.15,174474.22,139393.88,171491.9,179242.92,144875.69,100683.86,99726.98,120066.94,158710.73,150287.66,143776.89,32008.77,45303.836,125392.64,130389.42,143256.23,112117.62,129411.19,121666.91,135806.8,97797.59,118968.83,150743.69,137814.06,182204.75
"X1955_274.201_2.608",405.98645,597.1899,1520.6764,2056.7798,1217.1959,893.98364,1011.30676,1119.9132,1206.7476,363.65045,1476.9392,1373.1316,1756.4668,1231.1013,904.2897,497.87888,942.1015,880.2396,960.2733,1683.3132,1121.7078,748.4996,360.80548,475.52356,512.534,1435.8696,3584.2153,865.41455,888.1072,1751.3854,1285.658,1966.065,343.3986,265.74323,814.37,532.5728,2326.052,1283.921,1440.4264,664.93176,673.8687,2091.92,19073.309,20529.682,15737.826,22518.754,18367.67,18780.941,24015.545,32652.928,82692.46,36373.652,39222.234,29181.371,25102.559,24203.049,28798.373,34028.21,25666.875,25967.113,24497.555,26505.408,26344.174,28513.965,28698.316,29475.111,8915.729,25121.383,23118.557,24463.656,62135.066,27859.256,27159.084,22831.848,69983.914,22096.945,25550.322,22183.297,29051.291,61480.406,25397.465,24824.32,27646.992,31471.602
"X1081_274.201_2.178",149.73561,151.71362,678.2779,412.04446,369.06213,63.535015,575.8891,148.19193,78.401764,50.126656,1783.7463,191.87378,899.9364,438.34756,93.94596,17.94261,695.3041,815.9172,29.135414,1212.9915,421.08826,30.371761,2996.3977,93.41719,403.8647,106.53879,2479.145,68.76872,62.673534,463.1953,596.2132,1908.7272,25.183777,560.5301,106.271996,117.68437,1441.254,248.52324,561.08746,61.04756,314.11078,1821.7589,367760.25,468610.1,450885.7,475458.28,370821.8,459684.2,606900.75,587444.94,727076.6,663666.94,567905,695349.7,590716,623770.7,699237.75,700083.25,596993.75,671052.5,497884.12,674311.06,646458.44,518164.1,626620.44,640229.8,483489.47,332563.44,654523.5,264752.4,635319.44,713470,602443.6,466108.94,597859.06,531548.44,485856.2,550508.7,529670.9,678476.6,607083.8,678196.44,496117.16,703213.44
"X2316_274.201_2.677",807.7859,1479.4056,3090.8906,3072.0005,1555.2235,1568.1437,1551.6691,1586.3367,670.84076,892.65515,3929.5745,2965.2834,2315.0205,1623.9043,984.254,1399.728,942.1015,2292.543,1465.0259,1336.9368,1212.0691,596.5513,6153.7676,864.9786,1916.1702,1509.6797,3847.7546,903.0043,956.44025,2394.9192,1192.5502,3062.7021,801.9459,643.42584,1183.0162,1240.9584,3724.4822,2564.8647,1837.7623,1179.7538,566.24817,2923.992,38889.188,36064.887,33720.914,41756.75,31407.486,35126.938,38451.43,50489.05,58533.98,39441.77,58869.07,44784.414,37177.55,34108.066,44470.246,53180.79,45682.996,42637.195,38208.457,49827,41341.17,42904.855,44556.562,49862.79,15795.479,53256.2,45688.8,40106.457,40933.78,47808.04,46084.363,41859.395,36170.965,36182.527,39111.203,34822.45,51711.113,52359.523,38116.684,45579.715,49361.367,49899.93
"X9471_274.228_5.177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489213.1,9452.101,29000.793,26817.775,12131.45,10541.626,0,0,0,0,129.3273,278.3025,1047.2908,371.2285,148.50754,392.5778,1535.9443,891.0511
"X3434_275.091_3.106",59.794014,64.41158,37.366028,0,0,0,0,0,0,0,66.694954,403.6562,514.2814,0,0,0,21.021748,48.912594,0,0,0,0,68.39578,75.61968,0,0,16.911451,0,0,0,434.68427,621.7786,113.41836,0,0,0,67.46171,55.036385,76.91174,0,0,0,20237.506,32593.543,28009.816,34063.348,33286.504,32540.877,31102.846,38001.63,33693.68,40783.62,49406.43,43079.785,27853.824,30555.855,38881.332,46545.38,35282.54,40984.047,33495.984,31449.66,40020.45,42312.453,36590.52,43056.574,11862.443,29147.28,21636.455,25916.621,22208.72,33673.004,32293.963,38003.316,24229.262,28080.152,25409.408,33555.547,31688.932,24105.45,27270.537,32449.008,28293.578,30956.043
"X1384_275.104_2.334",33.65219,62.684227,29.546288,24.789528,41.026863,41.133873,38.842377,53.14296,24.140991,37.02144,76.447395,96.34236,0,32.054485,36.904503,23.539509,31.705372,25.453573,40.774124,17.093313,45.0571,22.45454,57.429924,58.363693,0,24.61293,44.996468,0,0,27.42624,12.671235,26.347591,0,31.122005,27.123425,18.822275,49.282745,29.683352,16.165295,38.16187,17.73627,89.15796,0,0,0,400.39474,918.83813,325.3811,7859.415,2719.4314,4398.7896,951.15155,5642.878,1789.1697,960.03613,0,0,0,348.35846,0,5149.5137,2712.9033,507.74292,6232.655,1673.8811,3275.742,1133.2622,10127.846,3777.0151,10399.646,3414.9849,1897.0453,0,335.45935,0,0,18908.516,6047.5835,0,0,0,0,413.0089,0
"X412_275.111_0.966",145.91956,44.991234,59.916443,425.0375,106.95039,248.05002,0,43.521194,168.68036,29.337866,0,89.27031,164.18286,88.92672,727.3557,151.82751,550.6769,97.08665,303.94125,141.40822,370.99738,772.76245,177.14925,0,474.33032,48.4753,432.716,48.80304,53.165413,68.27852,115.22502,134.92049,250.58052,123.42868,292.06927,162.0983,557.0078,167.29898,42.50231,189.2551,609.006,520.61597,40.88586,0,30.187744,0,38.016212,60.397163,6807.98,5831.6377,1178.776,2373.463,5249.5986,203.74265,246.6576,139.76431,72.86786,62.072792,58.536125,41.762478,0,0,0,0,0,0,17690.953,9034.096,489.8082,15474.758,414.54248,295.23816,40.65101,223.43808,42.91457,47.947353,235.7605,190.72597,70.04622,44.29608,42.356133,60.31245,46.02555,35.85058
"X9382_275.123_5.132",891.3003,3564.2983,2006.961,1552.9401,829.82544,113.70891,374.85034,575.45715,2046.7836,2046.9369,2559.7227,5424.015,2226.204,278.51572,147.38321,321.54535,15141.716,1323.2269,309.99628,238.1265,0,1736.46,1249.7391,150.50114,242.69505,0,784.9454,0,0,0,404.07556,562.1628,0,0,0,34.022327,1005.1876,433.826,1016.30457,0,0,1618.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1654_275.128_2.464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22938.684,23131.412,21852.32,24781.555,28354.266,27339.4,25285.42,33190.473,27150.244,33791.566,37471.695,32720.049,23026.812,27383.586,24798.967,33435.266,29682.988,29957.516,24911.121,28347.506,25074.76,28445.072,24386.07,29413.914,22298.342,29810.09,24274.38,22741.467,25342.385,26768.906,25473.172,29307.512,21697.32,21371.666,25169.863,26079.69,21462.533,21337.047,21566.639,27663.348,26060.234,26403.158
"X2292_275.149_2.686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15752.519,20984.695,16284.358,21611.79,25428.832,19439.273,29074.13,53089.785,36253.363,32346.49,47026.566,33837.992,30704.916,24340.182,31393.09,34808.73,28679.72,28944.262,28753.125,32576.006,23018.178,33518.08,26752.172,27793.9,32134.139,35277.086,24914.64,32273.588,25354.62,29303.002,24526.686,30739.32,21160.225,21185.424,31074.273,24581.215,31171.932,26645.096,20470.21,27717.137,29734.447,30282.215
"X552_275.16_1.369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079.805,262.65775,279.86038,314.7518,162.27496,154.7576,0,0,0,0,0,0,3264.3435,194.24886,358.7029,1374.9159,750.06805,879.14343,22474.799,84813.84,33857.96,84367.47,7953.904,3045.3555,0,0,0,0,49.650932,1102.963,369.70038,0,0,0,35.096176,74.545746
"X9655_275.164_5.262",0,0,27.000797,0,0,0,0,18.053211,0,11.40836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.040642,0,16.554512,16.98339,0,0,0,0,0,24.080475,0,0,0,0,3603.952,2924.816,2456.1228,7316.532,3487.3274,5414.313,9792.629,20682.143,6501.8477,18661.3,19960.902,20607.238,9654.531,14067.132,14323.073,18529.299,15444.207,18893.197,15354.668,5098.0186,12880.202,18712.955,4661.385,7248.9995,3278.8672,16220.531,3616.108,4950.1006,5698.842,8490.454,4378.447,3536.6423,3229.2605,2960.825,3640.3262,2589.0369,6030.8086,4118.3843,4146.4385,5918.997,4818.152,14639.248
"X13406_275.168_6.803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.652637,0,29.20177,171.69264,318.212,4758.6313,613.5611,2998.065,383.34384,2022.7695,2306.4614,7563.059,7490.0273,2357.0964,660.3394,725.1489,1126.9523,5377.588,1418.7716,411.9879,891.71075,497.8455,242.37976,0,0,91.01561,58.22677,200.7826,52.524574,142.81418,3441.142,2694.3596,2805.7874,8576.766,3644.496,159.73145,211.72206,60.481895,181.96252,758.91064,444.05548
"X6261_275.2_3.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.488014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13607.166,22997.543,9078.42,14668.06,6939.451,26139.467,27063.463,18685.691,22061.982,28550.309,34756.406,30360.998,21680.883,54876.207,31452.383,24226.812,31387.746,36208.973,36545.633,11361.482,8287.16,44367.305,29128.246,13335.858,14615.827,99953.67,21824.713,68815.02,23401.645,23106.422,77419.85,20127.236,65528.895,18741.148,18870.969,16242.1875,21454.883,69169.625,62852.348,19222.34,24070.549,22099.879
"X3739_275.201_3.172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49960.254,56358.133,44294.586,51420.387,63232.082,54537.43,66896.9,122080.36,88241.766,90153.78,111656.02,97479.88,53325.367,80945.92,59935.613,109632.6,57545.844,83802.375,77181.63,77622.58,88066.52,92504.195,71913.125,79688.31,41673.31,70617.25,46636.47,49739.188,55362.023,80188.01,58788.387,59980.844,46627.48,51989.95,53917.348,48687.293,67215.99,36042.586,47898.695,60146.883,46471.36,68407.72
"X7929_275.201_4.488",0,0,105.795746,43.446903,0,146.54532,43.894478,0,0,21.192472,0,0,0,0,0,16.056213,115.48574,34.091873,0,40.657005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.670021,0,0,0,4775.5195,10576.5,14332.3125,15165.736,9619.8125,9078.584,70627.69,19863.71,41646.12,15534.015,12205.168,68137.64,59804.008,6368.495,38700.297,62816.668,39262.727,11775.316,9052.029,11467.168,7317.5625,56853.22,12515.05,10770.656,8112.0273,15264.923,5059.4116,7872.4976,32635.637,3722.983,10263.631,47624.176,9694.467,7717.1304,60071.4,42884.51,39587.96,13716.448,33441.844,16349.332,11651.47,12221.5625
